_id,workerId,treatment,taskID,forecast,timestamp,Category,BrierScore,PPPayment
tCuzMsQb5b6nsYkaN,5379440012f00e0925abf3627e165157393acad23d8e9fe4947d3dd04a4f9fc0,1,1,0.56,1538801680709,Sports,0.38719999999999993,0.68
yqhBWDdzq2s2oivBG,5379440012f00e0925abf3627e165157393acad23d8e9fe4947d3dd04a4f9fc0,1,2,0,1538801680712,Sports,0,0.24
KkfkFhQdqBQeosYMx,5379440012f00e0925abf3627e165157393acad23d8e9fe4947d3dd04a4f9fc0,1,3,1,1538801680712,Sports,2,0.465
Y8qA437uiRfXbfkK7,5379440012f00e0925abf3627e165157393acad23d8e9fe4947d3dd04a4f9fc0,1,4,0,1538801680714,Sports,2,0.21
Sjx6puse2qwCky3sX,5379440012f00e0925abf3627e165157393acad23d8e9fe4947d3dd04a4f9fc0,1,5,0,1538801680716,Sports,0,0.275
JdJzR7svWh9nca3kR,5379440012f00e0925abf3627e165157393acad23d8e9fe4947d3dd04a4f9fc0,1,6,0.93,1538801680717,Sports,1.7298000000000002,0.55
kcCGAo44hkQL5pP35,5379440012f00e0925abf3627e165157393acad23d8e9fe4947d3dd04a4f9fc0,1,7,1,1538801982912,Politics,2,0.58
8aB7z5SBAZy3SHohe,5379440012f00e0925abf3627e165157393acad23d8e9fe4947d3dd04a4f9fc0,1,8,0.63,1538801982914,Politics,0.2738,0.61
YpPagxcvbK4fB8z4m,5379440012f00e0925abf3627e165157393acad23d8e9fe4947d3dd04a4f9fc0,1,9,0.44,1538801982915,Politics,0.3872,0.575
vNBLCJ4NGAutXNX6R,5379440012f00e0925abf3627e165157393acad23d8e9fe4947d3dd04a4f9fc0,1,10,0.84,1538801982917,Politics,1.4111999999999998,0.355
bhoan9naXJkG5P7ho,5379440012f00e0925abf3627e165157393acad23d8e9fe4947d3dd04a4f9fc0,1,11,0.72,1538801982918,Politics,1.0368,0.47
eyWRvj4ehwwAREjJc,5379440012f00e0925abf3627e165157393acad23d8e9fe4947d3dd04a4f9fc0,1,12,1,1538801982919,Politics,2,0.415
